Player Name,C,L,R,D,CON,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,OV,Age,Contract,Salary,Link
Oliver Moore,X,,,,100.00,60,36,92,92,62,84,82,69,69,71,66,68,73,39,38,0,40,73,21,0,0$,NHL Link
Shakir Mukhamadullin,,,,X,100.00,66,35,86,79,81,87,74,62,35,66,67,77,50,43,39,0,40,73,24,0,0$,NHL Link
Tomas Nosek,,X,,,100.00,78,35,97,73,82,87,51,61,59,63,68,71,50,93,63,0,40,73,33,0,0$,NHL Link
Liam Ohgren,,X,,,100.00,65,35,99,90,68,85,96,63,55,67,67,72,79,41,40,0,40,73,22,0,0$,NHL Link
Noah Ostlund,X,,,,100.00,60,35,94,81,57,86,87,71,69,72,72,73,77,45,39,0,40,73,22,0,0$,NHL Link
Gabe Perreault,,,X,,100.00,60,35,94,80,58,90,89,73,55,73,74,68,50,39,38,0,40,73,21,0,0$,NHL Link
Max Sasson,X,,,,100.00,60,35,83,99,64,82,88,65,70,64,73,70,50,44,40,0,40,73,25,0,0$,NHL Link
Reid Schaefer (R),,X,,,100.00,94,58,92,84,96,78,97,61,55,62,69,69,50,40,38,0,40,73,22,0,0$,NHL Link
Donovan Sebrango,,,,X,100.00,85,99,64,81,89,84,67,62,35,67,60,70,50,42,37,0,40,73,24,0,0$,NHL Link
Jeffrey Viel,,X,,,100.00,93,99,58,86,88,82,70,62,55,66,63,68,50,56,40,0,40,73,29,0,0$,NHL Link
Tom Willander (R),,,,X,100.00,60,35,89,85,64,87,93,68,35,71,65,74,50,38,39,0,40,73,21,0,0$,NHL Link
Adam Wilsby,,,,X,100.00,61,40,83,85,69,88,80,62,35,72,61,76,50,44,39,0,40,73,25,0,0$,NHL Link
Ryan Winterton,X,,,,100.00,68,38,99,89,72,83,88,62,65,70,64,77,50,42,40,0,40,73,22,0,0$,NHL Link
Kailer Yamamoto,,,X,,100.00,60,35,97,83,55,82,81,64,56,68,75,73,65,76,55,0,40,73,27,0,0$,NHL Link
Marek Alscher (R),,,,X,100.00,65,35,78,71,81,93,78,64,35,76,60,72,50,39,35,0,40,72,22,0,0$,NHL Link
Nicolas Aube-Kubel,,,X,,100.00,74,38,61,83,81,82,88,62,55,68,60,71,57,68,52,0,40,72,30,0,0$,NHL Link
Denver Barkey (R),X,,,,100.00,60,35,95,85,53,85,89,70,65,71,67,67,52,43,37,0,40,72,21,0,0$,NHL Link
Justin Barron,,,,X,100.00,66,45,88,79,76,83,75,62,35,67,60,74,50,46,46,0,40,72,24,0,0$,NHL Link
Nathan Bastian,,,X,,100.00,93,60,79,74,94,76,66,61,55,61,70,63,62,62,52,0,40,72,28,0,0$,NHL Link
John Beecher,X,,,,100.00,76,61,85,86,89,80,62,62,69,64,65,76,50,49,44,0,40,72,25,0,0$,NHL Link
Alex Bump (R),,X,,,100.00,67,35,83,81,74,84,76,66,55,67,72,66,58,45,36,0,40,72,22,0,0$,NHL Link
Daniil But (R),,X,,,100.00,72,43,72,81,93,83,89,68,55,65,65,68,50,38,37,0,40,72,21,0,0$,NHL Link
Berkly Catton (R),X,,,,100.00,60,35,89,91,55,84,86,66,68,67,68,70,74,37,39,0,40,72,20,0,0$,NHL Link
Filip Chytil,X,,,,100.00,66,37,85,81,82,88,44,64,67,60,69,65,62,70,57,0,40,72,26,0,0$,NHL Link
Maxwell Crozier,,,,X,100.00,71,73,73,78,82,86,62,62,35,69,61,73,50,54,38,0,40,72,26,0,0$,NHL Link
Nicolas Deslauriers,,X,,,100.00,99,99,68,74,91,76,59,60,65,62,60,65,50,73,73,0,40,72,35,0,0$,NHL Link
Cale Fleury,,,,X,100.00,79,63,99,75,84,86,52,62,35,63,62,74,50,51,40,0,40,72,27,0,0$,NHL Link
Derek Forbort,,,,X,100.00,71,41,82,71,89,82,36,60,35,60,60,76,50,84,65,0,40,72,34,0,0$,NHL Link
Conor Geekie,,,X,,100.00,81,44,59,83,89,79,90,68,56,65,64,67,57,49,39,0,40,72,22,0,0$,NHL Link
Nikita Grebyonkin,,X,,,100.00,81,64,86,81,84,81,78,63,65,68,66,69,50,41,38,0,40,72,23,0,0$,NHL Link
Viking Gustafsson-Nyberg (R),,,,X,100.00,75,45,89,69,98,94,37,60,35,60,60,80,50,40,35,0,40,72,22,0,0$,NHL Link
Danton Heinen,,X,,,100.00,65,35,87,78,68,81,81,62,55,65,68,72,61,75,68,0,40,72,30,0,0$,NHL Link
Samuel Helenius,X,,,,100.00,99,99,79,77,99,75,76,61,70,63,67,66,50,51,41,0,40,72,23,0,0$,NHL Link
Justin Holl,,,,X,100.00,65,36,93,72,83,85,74,61,35,63,66,70,50,77,57,0,40,72,34,0,0$,NHL Link
Mikulas Hovorka,,,,X,100.00,77,45,69,73,99,84,82,61,35,66,60,68,50,42,35,0,40,72,24,0,0$,NHL Link
Michael Kesselring,,,,X,100.00,74,80,66,78,89,81,61,60,35,62,60,75,50,51,45,0,40,72,26,0,0$,NHL Link
Joel Kiviranta,,X,,,100.00,66,35,95,89,63,80,74,62,55,65,64,72,50,80,54,0,40,72,30,0,0$,NHL Link
Tyson Kozak,X,,,,100.00,78,35,99,93,67,81,70,61,73,64,63,77,50,47,39,0,40,72,23,0,0$,NHL Link
Maveric Lamoureux,,,,X,100.00,75,55,51,75,96,83,89,61,35,65,60,74,50,40,36,0,40,72,22,0,0$,NHL Link
Nick Lardis (R),,X,,,100.00,65,35,96,89,63,84,94,69,55,65,72,63,87,38,37,0,40,72,20,0,0$,NHL Link
Charles-Alexis Legault (R),,,,X,100.00,76,90,56,76,92,83,63,61,35,62,64,78,50,40,36,0,40,72,22,0,0$,NHL Link
Ryan Lomberg,,X,,,100.00,79,86,77,87,62,78,79,61,55,64,65,65,50,75,56,0,40,72,31,0,0$,NHL Link
Matt Luff,,,X,,100.00,81,42,80,76,95,77,87,65,50,60,69,74,64,53,41,0,40,72,29,0,0$,NHL Link
Isac Lundestrom,X,,,,100.00,62,35,99,90,70,83,88,62,72,66,64,73,50,51,57,0,40,72,26,0,0$,NHL Link
Nils Lundkvist,,,,X,100.00,61,35,90,82,70,86,75,63,35,66,64,73,50,56,48,0,40,72,25,0,0$,NHL Link
Kyle MacLean,X,,,,100.00,79,52,83,89,73,80,81,61,77,64,63,69,50,51,44,0,40,72,27,0,0$,NHL Link
Victor Mancini,,,,X,100.00,82,68,87,76,95,82,79,61,35,64,60,68,50,42,38,0,40,72,24,0,0$,NHL Link
Andrew Mangiapane,,X,,,100.00,63,35,86,85,60,83,84,63,55,66,69,67,61,73,65,0,40,72,30,0,0$,NHL Link
Dylan McIlrath,,,,X,100.00,91,99,95,75,99,75,44,60,35,60,60,66,50,72,41,0,40,72,34,0,0$,NHL Link
Jacob Melanson,,,X,,100.00,99,70,90,84,84,78,85,61,65,63,63,66,50,41,37,0,40,72,23,0,0$,NHL Link
Sonny Milano,,X,,,100.00,60,35,99,87,68,77,71,65,65,64,68,64,77,71,54,0,40,72,30,0,0$,NHL Link
Colin Miller,,,,X,100.00,70,35,99,76,75,83,48,65,35,63,60,67,50,88,67,0,40,72,33,0,0$,NHL Link
Nikita Nesterenko,X,,,,100.00,76,35,83,85,81,83,85,62,66,69,62,65,57,45,38,0,40,72,24,0,0$,NHL Link
Stefan Noesen,,,X,,100.00,70,87,77,77,78,82,64,69,56,64,64,64,60,79,61,0,40,72,33,0,0$,NHL Link
Liam O'Brien,,X,,,100.00,98,91,76,81,88,77,64,61,65,61,65,64,50,65,49,0,40,72,31,0,0$,NHL Link
Brayden Pachal,,,,X,100.00,80,50,75,75,81,82,65,61,35,66,62,74,50,53,45,0,40,72,26,0,0$,NHL Link
Tyler Pitlick,X,,,,100.00,87,52,87,83,81,75,75,61,65,60,64,71,50,73,64,0,40,72,34,0,0$,NHL Link
Aatu Raty,X,,,,100.00,88,35,87,77,81,83,86,62,92,67,65,69,50,44,41,0,40,72,23,0,0$,NHL Link
Alec Regula,,,,X,100.00,70,61,73,77,87,83,73,61,35,63,60,76,50,48,38,0,40,72,25,0,0$,NHL Link
Mike Reilly,,,,X,100.00,60,35,80,75,71,84,67,62,35,67,61,74,60,78,60,0,40,72,32,0,0$,NHL Link
Axel Sandin-Pellikka (R),,,,X,100.00,60,35,90,78,62,86,93,72,35,70,68,70,50,38,39,0,40,72,21,0,0$,NHL Link
Brendan Smith,,,,X,100.00,66,70,83,72,76,79,55,61,35,64,60,73,60,99,75,0,40,72,37,0,0$,NHL Link
Spencer Stastney,,,,X,100.00,60,35,90,85,61,85,86,61,35,66,62,79,50,51,41,0,40,72,26,0,0$,NHL Link
Jack St-Ivany,,,,X,100.00,74,35,91,72,81,86,56,62,35,70,60,74,50,46,38,0,40,72,26,0,0$,NHL Link
Jayden Struble,,,,X,100.00,77,53,72,79,72,83,81,62,35,68,63,71,50,53,44,0,40,72,24,0,0$,NHL Link
Fyodor Svechkov,X,,,,100.00,64,35,93,90,65,84,97,63,75,69,64,73,51,41,42,0,40,72,23,0,0$,NHL Link
Brandon Tanev,,X,,,100.00,84,75,83,79,68,78,78,60,55,62,60,70,50,94,68,0,40,72,34,0,0$,NHL Link
Riley Tufte,,X,,,100.00,84,52,53,71,99,82,88,70,50,60,70,67,64,49,37,0,40,72,28,0,0$,NHL Link
Carter Yakemchuk (R),,,,X,100.00,64,37,75,71,83,83,80,75,35,66,70,68,50,43,35,0,40,72,20,0,0$,NHL Link
Connor Zary,X,,,,100.00,60,35,95,74,61,87,93,72,68,69,72,67,65,44,45,0,40,72,24,0,0$,NHL Link
Rodrigo Abols,X,,,,100.00,74,69,87,81,85,80,67,62,73,66,64,74,50,48,38,0,40,71,30,0,0$,NHL Link
Emil Andrae,,,,X,100.00,68,35,91,77,63,85,88,63,50,68,63,74,51,48,41,0,40,71,24,0,0$,NHL Link
Matt Benning,,,,X,100.00,70,40,82,74,84,80,62,60,35,60,60,68,50,76,60,0,40,71,32,0,0$,NHL Link
Jacob Bernard-Docker,,,,X,100.00,69,41,87,73,73,84,84,61,35,63,61,81,50,48,46,0,40,71,25,0,0$,NHL Link
Tobias Bjornfot,,,,X,100.00,65,35,92,79,72,83,75,61,35,63,67,71,50,48,43,0,40,71,25,0,0$,NHL Link
Oliver Bonk (R),,,,X,100.00,65,35,84,60,76,86,71,70,35,75,75,65,51,43,35,0,40,71,21,0,0$,NHL Link
Gavin Brindley,,,X,,100.00,60,35,99,94,49,78,86,65,56,66,69,66,50,41,38,0,40,71,21,0,0$,NHL Link
Declan Carlile,,,,X,100.00,66,62,84,79,75,84,80,61,35,62,62,74,50,50,42,0,40,71,26,0,0$,NHL Link
Ethan Del-Mastro,,,,X,100.00,71,38,75,78,85,83,85,60,35,61,60,72,50,42,37,0,40,71,23,0,0$,NHL Link
Curtis Douglas,X,,,,100.00,99,99,50,76,99,73,73,61,65,63,62,69,50,43,37,0,40,71,26,0,0$,NHL Link
Jack Finley,X,,,,100.00,92,78,70,76,99,78,71,61,74,63,64,65,50,42,37,0,40,71,23,0,0$,NHL Link
Jonah Gadjovich,,X,,,100.00,92,48,82,76,90,75,42,62,50,67,60,71,50,55,44,0,40,71,27,0,0$,NHL Link
Noah Gregor,,X,,,100.00,65,43,86,87,68,78,84,63,56,65,66,66,65,56,53,0,40,71,27,0,0$,NHL Link
Joel Hanley,,,,X,100.00,60,45,79,73,62,83,88,61,35,65,60,80,50,80,52,0,40,71,35,0,0$,NHL Link
John Hayden,X,,,,100.00,83,84,50,75,95,80,89,60,65,60,60,73,50,62,55,0,40,71,31,0,0$,NHL Link
Cameron Hughes,X,,,,100.00,60,35,69,72,64,74,88,73,60,70,71,67,64,53,40,0,40,71,29,0,0$,NHL Link
Arttu Hyry,X,,,,100.00,76,36,89,80,84,82,71,62,77,63,67,72,52,48,36,0,40,71,25,0,0$,NHL Link
Tanner Laczynski,X,,,,100.00,64,35,77,76,76,80,91,70,67,72,60,73,51,51,38,0,40,71,29,0,0$,NHL Link
Hendrix Lapierre,X,,,,100.00,62,35,87,89,64,77,93,62,70,68,64,68,50,50,44,0,40,71,24,0,0$,NHL Link
Andre Lee,,X,,,100.00,78,36,69,80,87,79,91,63,50,63,68,70,50,44,36,0,40,71,25,0,0$,NHL Link
John Leonard,,X,,,100.00,62,35,91,82,65,82,80,70,50,65,68,68,65,50,39,0,40,71,27,0,0$,NHL Link
Keaton Middleton,,,,X,100.00,89,46,59,61,99,77,89,62,35,67,60,63,50,50,38,0,40,71,28,0,0$,NHL Link
Jani Nyman,,,X,,100.00,77,43,75,80,92,80,87,66,55,64,67,62,50,40,37,0,40,71,21,0,0$,NHL Link
Zayne Parekh,,,,X,100.00,60,35,99,78,63,87,67,74,35,65,66,69,50,38,37,0,40,71,20,3,"942,500$",NHL Link
Jacob Quillan,X,,,,100.00,79,35,83,84,79,79,84,61,68,63,63,74,58,42,36,0,40,71,24,0,0$,NHL Link
Matt Rempe,,,X,,100.00,99,72,92,83,99,76,55,62,55,60,63,64,50,48,40,0,40,71,24,0,0$,NHL Link
Isak Rosen,,,X,,100.00,60,35,95,86,63,82,93,69,55,64,69,68,51,42,38,0,40,71,23,0,0$,NHL Link
Scott Sabourin,,,X,,100.00,88,99,50,80,89,75,74,61,55,65,63,66,50,62,44,0,40,71,33,0,0$,NHL Link
Maxim Shabanov,,,X,,100.00,60,35,99,79,46,86,69,72,55,72,66,68,50,43,37,0,40,71,25,0,0$,NHL Link
Ilya Solovyov,,,,X,100.00,73,37,80,71,85,80,60,62,35,68,62,73,50,50,37,0,40,71,25,0,0$,NHL Link
David Tomasek,X,,,,100.00,71,36,85,80,81,80,51,72,66,63,66,64,69,47,36,0,40,71,30,0,0$,NHL Link
Alex Turcotte,X,,,,100.00,62,35,91,87,63,80,83,63,79,68,63,72,50,55,44,0,40,71,25,0,0$,NHL Link
Zakhar Bardakov,X,,,,100.00,71,35,96,83,77,74,82,62,68,67,61,72,50,42,38,0,40,70,25,0,0$,NHL Link
Jake Bean,,,,X,100.00,60,35,81,77,68,86,47,61,35,62,63,75,50,57,50,0,40,70,28,0,0$,NHL Link
Adam Boqvist,,,,X,100.00,60,35,89,79,66,81,56,64,35,65,60,69,60,54,50,0,40,70,25,0,0$,NHL Link
Michael Brandsegg-Nygard (R),,,X,,100.00,83,35,72,80,83,84,93,64,50,62,60,67,52,38,36,0,40,70,20,0,0$,NHL Link
Kyle Capobianco,,,,X,100.00,61,35,94,74,76,79,64,62,35,63,65,73,50,59,41,0,40,70,28,0,0$,NHL Link
Mitchell Chaffee,,,X,,100.00,82,39,61,76,81,78,86,66,55,62,60,64,51,58,41,0,40,70,28,0,0$,NHL Link
Declan Chisholm,,,,X,100.00,60,35,99,77,68,82,55,63,35,67,62,71,50,47,42,0,40,70,26,0,0$,NHL Link
Cameron Crotty,,,,X,100.00,68,38,80,67,85,84,78,61,35,64,60,70,50,51,35,0,40,70,27,0,0$,NHL Link
Yevgeni Dadonov,,,X,,100.00,60,35,99,85,66,80,53,62,55,60,62,65,62,88,70,0,40,70,37,0,0$,NHL Link
Nate Danielson (R),X,,,,100.00,60,35,97,82,68,82,70,71,68,66,64,68,62,39,37,0,40,70,21,0,0$,NHL Link
Nick DeSimone,,,,X,100.00,61,35,92,77,72,83,66,62,35,66,64,70,50,52,40,0,40,70,31,0,0$,NHL Link
Walker Duehr,,,X,,100.00,79,35,88,79,85,78,86,60,55,60,60,74,51,50,40,0,40,70,28,0,0$,NHL Link
Robby Fabbri,X,,,,100.00,68,35,79,77,65,82,53,62,71,64,65,63,63,66,60,0,40,70,30,0,0$,NHL Link
Dennis Gilbert,,,,X,100.00,75,40,75,68,88,80,70,61,35,63,60,70,50,59,41,0,40,70,29,0,0$,NHL Link
Patrick Giles,X,,,,100.00,73,42,91,73,92,77,89,62,75,67,60,66,50,44,41,0,40,70,26,0,0$,NHL Link
Erik Gustafsson,,,,X,100.00,60,35,76,70,66,90,67,63,35,62,60,66,50,84,63,0,40,70,34,0,0$,NHL Link
Brian Halonen,,X,,,100.00,81,71,81,83,80,74,86,61,55,62,66,66,55,46,36,0,40,70,27,0,0$,NHL Link
Konsta Helenius (R),X,,,,100.00,62,35,86,76,65,82,91,70,65,68,64,64,61,42,35,0,40,70,20,0,0$,NHL Link
Hayden Hodgson,,,X,,100.00,98,97,50,82,91,74,79,60,50,60,60,62,50,51,36,0,40,70,30,0,0$,NHL Link
Daemon Hunt,,,,X,100.00,66,35,96,76,74,80,59,62,35,66,60,75,50,48,37,0,40,70,24,0,0$,NHL Link
Dryden Hunt,,X,,,100.00,73,43,56,69,72,77,78,69,50,68,60,68,60,65,53,0,40,70,30,0,0$,NHL Link
Vincent Iorio,,,,X,100.00,64,35,86,69,78,85,60,61,35,64,60,77,50,49,37,0,40,70,23,0,0$,NHL Link
Caleb Jones,,,,X,100.00,63,35,99,73,71,87,40,61,35,63,60,75,50,62,49,0,40,70,29,0,0$,NHL Link
Pierre-Olivier Joseph,,,,X,100.00,60,35,91,86,67,81,59,61,35,65,62,72,50,49,47,0,40,70,26,0,0$,NHL Link
Matt Kessel,,,,X,100.00,67,35,92,77,80,80,57,61,35,61,65,69,50,46,40,0,40,70,26,0,0$,NHL Link
Justin Kirkland,X,,,,100.00,72,35,76,76,80,78,83,61,68,61,64,72,80,50,38,0,40,70,29,0,0$,NHL Link
Vladislav Kolyachonok,,,,X,100.00,60,35,89,81,70,80,71,61,35,64,64,72,50,46,40,0,40,70,25,0,0$,NHL Link
Jiri Kulich,X,,,,100.00,61,35,99,80,70,91,44,66,68,64,69,66,50,41,39,0,40,70,22,0,0$,NHL Link
Sam Lafferty,X,,,,100.00,74,35,87,79,82,76,57,61,66,61,64,63,50,68,55,0,40,70,31,0,0$,NHL Link
Patrik Laine,,X,,,100.00,70,42,96,69,91,84,38,67,65,65,60,60,72,72,64,0,40,70,28,0,0$,NHL Link
Juho Lammikko,X,,,,100.00,76,35,92,84,83,79,53,61,67,62,60,67,50,54,45,0,40,70,30,0,0$,NHL Link
Brett Leason,,,X,,100.00,83,44,68,82,96,76,83,61,55,60,60,60,51,53,47,0,40,70,27,0,0$,NHL Link
Zachary L'Heureux,,X,,,100.00,76,52,50,78,72,85,78,64,55,61,67,74,50,41,40,0,40,70,23,0,0$,NHL Link
Mackenzie MacEachern,,X,,,100.00,65,35,92,76,73,79,57,63,55,69,67,68,50,65,42,0,40,70,32,0,0$,NHL Link
Zack MacEwen,X,,,,100.00,93,43,99,75,99,72,36,60,65,60,60,72,50,63,48,0,40,70,29,0,0$,NHL Link
Josh Mahura,,,,X,100.00,62,35,86,76,66,85,52,61,35,63,63,76,50,57,50,0,40,70,28,0,0$,NHL Link
Hugh McGing,,X,,,100.00,60,35,62,80,49,80,89,65,65,67,71,69,50,48,35,0,40,70,27,0,0$,NHL Link
Rutger McGroarty,X,,,,100.00,71,35,93,84,78,83,77,62,65,64,65,66,50,40,37,0,40,70,22,0,0$,NHL Link
Jaycob Megna,,,,X,100.00,77,45,78,65,97,77,88,60,35,60,60,62,50,60,56,0,40,70,33,0,0$,NHL Link
Scott Morrow,,,,X,100.00,60,56,50,72,71,85,84,68,35,67,60,69,50,48,37,0,40,70,23,0,0$,NHL Link
Juuso Parssinen,X,,,,100.00,78,38,87,74,87,77,62,61,66,61,66,69,61,50,44,0,40,70,25,0,0$,NHL Link
Jakob Pelletier,,X,,,100.00,60,35,87,76,61,78,88,75,65,69,60,66,52,45,45,0,40,70,25,0,0$,NHL Link
Michael Pezzetta,,X,,,100.00,99,51,61,78,92,72,72,60,55,60,60,63,63,49,46,0,40,70,28,0,0$,NHL Link
Noah Philp,X,,,,100.00,74,35,86,79,82,79,70,61,74,62,66,68,62,46,37,0,40,70,27,0,0$,NHL Link
Lukas Reichel,,X,,,100.00,60,35,93,87,54,83,78,63,57,66,67,68,61,50,46,0,40,70,24,0,0$,NHL Link
Kevin Rooney,X,,,,100.00,61,35,94,71,75,78,70,65,65,60,75,60,60,64,53,0,40,70,33,0,0$,NHL Link
Elias Salomonsson (R),,,,X,100.00,65,35,88,79,72,89,82,63,35,64,62,68,50,39,37,0,40,70,21,0,0$,NHL Link
Steven Santini,,,,X,100.00,72,39,92,70,86,77,70,61,35,62,60,65,50,67,52,0,40,70,31,0,0$,NHL Link
Cole Schwindt,,,X,,100.00,73,35,99,76,81,79,57,63,59,62,70,68,50,51,39,0,40,70,25,0,0$,NHL Link
Dmitri Simashev (R),,,,X,100.00,65,58,77,80,84,84,88,60,35,61,60,67,50,38,37,0,40,70,21,0,0$,NHL Link
Wilmer Skoog,X,,,,100.00,60,35,66,72,74,89,85,65,60,75,60,69,50,44,35,0,40,70,26,0,0$,NHL Link
Landon Slaggert,,X,,,100.00,67,35,99,88,64,80,82,61,55,63,64,70,50,43,41,0,40,70,24,0,0$,NHL Link
Adam Sykora (R),,X,,,100.00,68,74,81,80,67,81,92,62,55,62,71,70,51,39,36,0,40,70,21,0,0$,NHL Link
Lassi Thomson,,,,X,100.00,60,36,63,76,67,82,86,65,35,67,60,71,50,52,37,0,40,70,25,0,0$,NHL Link
Dominic Toninato,X,,,,100.00,72,40,61,81,78,77,82,61,71,63,60,66,50,71,46,0,40,70,32,0,0$,NHL Link
Ryan Ufko,,,,X,100.00,60,35,86,72,57,82,89,71,35,74,68,67,51,41,36,0,40,70,23,0,0$,NHL Link
Felix Unger-Sorum (R),,,X,,100.00,60,35,87,75,53,87,92,72,50,75,60,65,61,38,35,0,40,70,20,0,0$,NHL Link
Urho Vaakanainen,,,,X,100.00,65,35,87,73,78,82,61,61,35,66,60,71,50,51,47,0,40,70,27,0,0$,NHL Link
Sandis Vilmanis (R),,X,,,100.00,71,35,82,80,75,80,87,62,65,63,69,67,51,39,36,0,40,70,22,0,0$,NHL Link
Taylor Ward,,,X,,100.00,67,47,98,81,74,78,88,63,55,64,65,64,51,51,37,0,40,70,28,0,0$,NHL Link
Jared Wright (R),,,X,,100.00,60,35,92,92,69,82,95,61,55,65,60,70,50,46,36,0,40,70,23,0,0$,NHL Link
Alex Barre-Boulet,X,,,,100.00,60,35,81,74,60,76,91,74,75,71,60,60,61,51,39,0,40,69,29,0,0$,NHL Link
Owen Beck,X,,,,100.00,72,35,81,85,73,77,92,60,75,60,64,69,51,42,37,0,40,69,22,0,0$,NHL Link
Mike Benning (R),,,,X,100.00,60,35,73,77,51,87,93,66,35,66,66,69,50,41,36,0,40,69,24,0,0$,NHL Link
Harrison Brunicke (R),,,,X,100.00,60,35,97,79,76,85,50,62,35,60,65,69,50,37,35,0,40,69,20,0,0$,NHL Link
Jacob Bryson,,,,X,100.00,60,35,94,81,52,77,74,61,35,65,64,69,50,51,51,0,40,69,28,0,0$,NHL Link
Hunter Brzustewicz,,,,X,100.00,62,35,94,72,68,86,88,65,35,65,63,68,50,40,37,0,40,69,21,0,0$,NHL Link
Michael Callahan,,,,X,100.00,61,35,82,69,75,81,82,60,35,60,60,77,50,45,41,0,40,69,26,0,0$,NHL Link
Dennis Cholowski,,,,X,100.00,66,36,96,68,80,83,58,61,35,63,60,70,50,57,44,0,40,69,28,0,0$,NHL Link
Connor Clattenburg (R),X,,,,100.00,85,99,50,73,83,74,63,61,60,60,69,66,50,38,35,0,40,69,21,0,0$,NHL Link
Dylan Coghlan,,,,X,100.00,68,35,81,66,81,85,86,61,35,60,60,67,50,55,41,0,40,69,28,0,0$,NHL Link
Josh Dunne,X,,,,100.00,75,76,83,74,86,78,63,61,72,63,62,69,50,55,43,0,40,69,27,0,0$,NHL Link
Nolan Foote,,X,,,100.00,76,35,73,78,81,80,86,61,50,60,64,65,51,48,37,0,40,69,25,0,0$,NHL Link
Nathan Gaucher (R),X,,,,100.00,85,42,69,74,97,75,86,60,65,60,60,70,51,40,35,0,40,69,22,0,0$,NHL Link
Isaiah George,,,,X,100.00,60,35,86,76,71,81,74,61,35,66,60,71,50,40,37,0,40,69,22,0,0$,NHL Link
Adam Ginning,,,,X,100.00,65,36,81,68,83,85,71,60,35,60,60,70,50,46,41,0,40,69,26,0,0$,NHL Link
Kevin Gravel,,,,X,100.00,65,36,73,60,83,87,88,60,35,60,60,70,50,66,53,0,40,69,34,0,0$,NHL Link
Filip Hallander,X,,,,100.00,60,35,99,85,67,85,47,63,65,66,63,68,50,47,36,0,40,69,26,0,0$,NHL Link
Lenni Hameenaho (R),,,X,,100.00,64,35,91,74,73,83,89,63,55,66,63,67,69,39,37,0,40,69,21,0,0$,NHL Link
Jordan Harris,,,,X,100.00,60,35,99,73,66,85,44,62,35,66,65,69,50,52,44,0,40,69,25,0,0$,NHL Link
Alexander Holtz,,,X,,100.00,65,35,88,78,69,82,67,63,55,67,65,64,68,45,45,0,40,69,24,0,0$,NHL Link
Samuel Honzek,,X,,,100.00,65,35,99,79,74,83,48,62,60,63,65,67,50,40,36,0,40,69,21,0,0$,NHL Link
Isaac Howard (R),,X,,,100.00,60,35,91,87,63,79,94,63,50,63,63,62,65,39,37,0,40,69,22,0,0$,NHL Link
Ludvig Jansson (R),,,,X,100.00,60,35,90,78,60,88,62,68,35,66,60,70,50,40,35,0,40,69,22,0,0$,NHL Link
David Jiricek,,,,X,100.00,67,37,81,68,83,80,86,61,35,60,60,69,50,43,40,0,40,69,22,0,0$,NHL Link
Ben Jones,X,,,,100.00,73,35,80,79,69,77,86,61,70,62,62,65,51,48,48,0,40,69,27,0,0$,NHL Link
Boris Katchouk,,X,,,100.00,73,37,84,74,85,83,73,60,55,60,60,68,66,49,50,0,40,69,28,0,0$,NHL Link
Matt Kiersted,,,,X,100.00,60,35,73,74,60,85,78,61,35,64,60,74,50,50,42,0,40,69,28,0,0$,NHL Link
Ville Koivunen,,,X,,100.00,60,35,93,81,55,84,92,67,65,65,63,68,66,41,38,0,40,69,23,0,0$,NHL Link
Kirill Kudryavtsev,,,,X,100.00,62,35,97,68,69,85,71,63,35,75,60,62,50,40,35,0,40,69,22,0,0$,NHL Link
Brad Lambert,X,,,,100.00,60,35,86,85,63,80,81,67,65,64,66,63,58,42,37,0,40,69,22,0,0$,NHL Link
Theo Lindstein (R),,,,X,100.00,60,35,88,78,67,85,94,62,35,63,66,67,50,38,36,0,40,69,21,0,0$,NHL Link
Tristan Luneau,,,,X,100.00,68,36,81,66,82,79,90,65,35,60,75,66,51,41,36,0,40,69,22,0,0$,NHL Link
Olle Lycksell,,X,,,100.00,63,35,85,77,69,79,74,62,50,63,67,67,62,47,38,0,40,69,26,0,0$,NHL Link
Kurtis MacDermid,,X,,,100.00,92,99,50,75,99,68,49,60,50,61,60,65,50,57,52,0,40,69,32,0,0$,NHL Link
Taylor Makar,,X,,,100.00,80,42,61,84,89,72,85,60,55,60,60,64,50,42,36,0,40,69,25,0,0$,NHL Link
Daniil Miromanov,,,,X,100.00,64,37,83,68,83,89,87,60,35,60,60,69,50,50,40,0,40,69,28,0,0$,NHL Link
Ivan Miroshnichenko,,X,,,100.00,68,35,65,83,72,78,77,61,50,62,67,64,51,46,38,0,40,69,22,0,0$,NHL Link
Bradly Nadeau,,X,,,100.00,60,35,83,78,56,84,85,66,55,60,70,63,76,40,36,0,40,69,21,0,0$,NHL Link
Joel Nystrom (R),,,,X,100.00,60,35,95,76,57,84,93,62,35,69,61,71,52,41,37,0,40,69,24,0,0$,NHL Link
Logan O'Connor,,,X,,100.00,60,35,99,84,57,82,44,61,55,64,60,69,50,81,54,0,40,69,29,0,0$,NHL Link
Jordan Oesterle,,,,X,100.00,60,35,79,72,64,84,89,62,35,60,60,68,50,67,62,0,40,69,34,0,0$,NHL Link
Cole O'Hara (R),,,X,,100.00,62,35,92,68,67,81,88,66,50,75,60,68,58,41,35,0,40,69,24,0,0$,NHL Link
Brennan Othmann,,X,,,100.00,74,56,54,81,72,79,81,63,55,61,66,65,62,42,37,0,40,69,23,0,0$,NHL Link
